atemp,casual,count,datetime,holiday,humidity,registered,season,temp,weather,windspeed,workingday,year,month,day,hour
0.40909999999999996,11.0,36.0,2011-01-01 20:00:00,0.0,0.87,25.0,0.0,0.38775510204081626,0.3333333333333333,0.2982249911837311,0,0.0,0.0,0.0,0.8695652173913043
0.40909999999999996,3.0,34.0,2011-01-01 21:00:00,0.0,0.87,31.0,0.0,0.38775510204081626,0.3333333333333333,0.22804749030210417,0,0.0,0.0,0.0,0.9130434782608695
0.40909999999999996,11.0,28.0,2011-01-01 22:00:00,0.0,0.9400000000000001,17.0,0.0,0.38775510204081626,0.3333333333333333,0.2631950158692842,0,0.0,0.0,0.0,0.9565217391304348
0.4545,15.0,39.0,2011-01-01 23:00:00,0.0,0.88,24.0,0.0,0.4489795918367347,0.3333333333333333,0.35088750440813454,0,0.0,0.0,0.0,1.0
0.4545,4.0,17.0,2011-01-02 00:00:00,0.0,0.88,13.0,0.0,0.4489795918367347,0.3333333333333333,0.35088750440813454,0,0.0,0.0,0.03333333333333333,0.0
0.4394,1.0,17.0,2011-01-02 01:00:00,0.0,0.9400000000000001,16.0,0.0,0.42857142857142855,0.3333333333333333,0.2982249911837311,0,0.0,0.0,0.03333333333333333,0.043478260869565216
0.4242,1.0,9.0,2011-01-02 02:00:00,0.0,1.0,8.0,0.0,0.4081632653061224,0.3333333333333333,0.33337251675091106,0,0.0,0.0,0.03333333333333333,0.08695652173913043
0.4545,2.0,6.0,2011-01-02 03:00:00,0.0,0.9400000000000001,4.0,0.0,0.4489795918367347,0.3333333333333333,0.22804749030210417,0,0.0,0.0,0.03333333333333333,0.13043478260869565
0.4545,2.0,3.0,2011-01-02 04:00:00,0.0,0.9400000000000001,1.0,0.0,0.4489795918367347,0.3333333333333333,0.22804749030210417,0,0.0,0.0,0.03333333333333333,0.17391304347826086
0.4242,0.0,2.0,2011-01-02 06:00:00,0.0,0.77,2.0,0.0,0.4081632653061224,0.6666666666666667,0.35088750440813454,0,0.0,0.0,0.03333333333333333,0.2608695652173913
0.40909999999999996,0.0,1.0,2011-01-02 07:00:00,0.0,0.76,1.0,0.0,0.38775510204081626,0.3333333333333333,0.22804749030210417,0,0.0,0.0,0.03333333333333333,0.30434782608695654
0.40909999999999996,0.0,8.0,2011-01-02 08:00:00,0.0,0.71,8.0,0.0,0.38775510204081626,0.6666666666666667,0.2631950158692842,0,0.0,0.0,0.03333333333333333,0.34782608695652173
0.39390000000000003,1.0,20.0,2011-01-02 09:00:00,0.0,0.76,19.0,0.0,0.36734693877551017,0.3333333333333333,0.2631950158692842,0,0.0,0.0,0.03333333333333333,0.3913043478260869
0.34850000000000003,7.0,53.0,2011-01-02 10:00:00,0.0,0.81,46.0,0.0,0.3469387755102041,0.3333333333333333,0.2631950158692842,0,0.0,0.0,0.03333333333333333,0.43478260869565216
0.3333,16.0,70.0,2011-01-02 11:00:00,0.0,0.71,54.0,0.0,0.3469387755102041,0.3333333333333333,0.2982249911837311,0,0.0,0.0,0.03333333333333333,0.4782608695652174
0.3333,20.0,93.0,2011-01-02 12:00:00,0.0,0.66,73.0,0.0,0.3469387755102041,0.3333333333333333,0.35088750440813454,0,0.0,0.0,0.03333333333333333,0.5217391304347826
0.34850000000000003,11.0,75.0,2011-01-02 13:00:00,0.0,0.66,64.0,0.0,0.3469387755102041,0.3333333333333333,0.15786998942047728,0,0.0,0.0,0.03333333333333333,0.5652173913043478
0.34850000000000003,4.0,59.0,2011-01-02 14:00:00,0.0,0.76,55.0,0.0,0.3469387755102041,0.6666666666666667,0.22804749030210417,0,0.0,0.0,0.03333333333333333,0.6086956521739131
0.3333,19.0,74.0,2011-01-02 15:00:00,0.0,0.81,55.0,0.0,0.32653061224489793,0.6666666666666667,0.19301751498765726,0,0.0,0.0,0.03333333333333333,0.6521739130434783
0.3333,9.0,76.0,2011-01-02 16:00:00,0.0,0.71,67.0,0.0,0.32653061224489793,0.6666666666666667,0.19301751498765726,0,0.0,0.0,0.03333333333333333,0.6956521739130435
0.3333,7.0,65.0,2011-01-02 17:00:00,0.0,0.5700000000000001,58.0,0.0,0.32653061224489793,0.0,0.22804749030210417,0,0.0,0.0,0.03333333333333333,0.7391304347826086
0.3333,10.0,53.0,2011-01-02 18:00:00,0.0,0.46,43.0,0.0,0.3469387755102041,0.3333333333333333,0.3860350299753145,0,0.0,0.0,0.03333333333333333,0.7826086956521738
0.2879,1.0,30.0,2011-01-02 19:00:00,0.0,0.42,29.0,0.0,0.3061224489795918,0.0,0.5263900317385684,0,0.0,0.0,0.03333333333333333,0.8260869565217391
0.2727,5.0,22.0,2011-01-02 20:00:00,0.0,0.39,17.0,0.0,0.2857142857142857,0.0,0.42106500528976143,0,0.0,0.0,0.03333333333333333,0.8695652173913043
0.2273,11.0,31.0,2011-01-02 21:00:00,0.0,0.44,20.0,0.0,0.2448979591836735,0.0,0.3860350299753145,0,0.0,0.0,0.03333333333333333,0.9130434782608695
0.2121,0.0,9.0,2011-01-02 22:00:00,0.0,0.44,9.0,0.0,0.22448979591836735,0.0,0.35088750440813454,0,0.0,0.0,0.03333333333333333,0.9565217391304348
0.2273,0.0,8.0,2011-01-02 23:00:00,0.0,0.47000000000000003,8.0,0.0,0.20408163265306123,0.0,0.19301751498765726,0,0.0,0.0,0.03333333333333333,1.0
0.197,0.0,5.0,2011-01-03 00:00:00,0.0,0.44,5.0,0.0,0.20408163265306123,0.0,0.42106500528976143,1,0.0,0.0,0.06666666666666668,0.0
0.16670000000000001,0.0,2.0,2011-01-03 01:00:00,0.0,0.44,2.0,0.0,0.18367346938775508,0.0,0.49124250617138837,1,0.0,0.0,0.06666666666666668,0.043478260869565216
0.13640000000000002,0.0,1.0,2011-01-03 04:00:00,0.0,0.47000000000000003,1.0,0.0,0.14285714285714285,0.0,0.4562125308569414,1,0.0,0.0,0.06666666666666668,0.17391304347826086
0.13640000000000002,0.0,3.0,2011-01-03 05:00:00,0.0,0.47000000000000003,3.0,0.0,0.14285714285714285,0.0,0.33337251675091106,1,0.0,0.0,0.06666666666666668,0.21739130434782608
0.1061,0.0,30.0,2011-01-03 06:00:00,0.0,0.5,30.0,0.0,0.12244897959183676,0.0,0.4562125308569414,1,0.0,0.0,0.06666666666666668,0.2608695652173913
0.13640000000000002,1.0,64.0,2011-01-03 07:00:00,0.0,0.5,63.0,0.0,0.12244897959183676,0.0,0.22804749030210417,1,0.0,0.0,0.06666666666666668,0.30434782608695654
0.12119999999999999,1.0,154.0,2011-01-03 08:00:00,0.0,0.5,153.0,0.0,0.12244897959183676,0.0,0.33337251675091106,1,0.0,0.0,0.06666666666666668,0.34782608695652173
0.13640000000000002,7.0,88.0,2011-01-03 09:00:00,0.0,0.43,81.0,0.0,0.14285714285714285,0.0,0.4562125308569414,1,0.0,0.0,0.06666666666666668,0.3913043478260869
0.16670000000000001,11.0,44.0,2011-01-03 10:00:00,0.0,0.43,33.0,0.0,0.163265306122449,0.0,0.2982249911837311,1,0.0,0.0,0.06666666666666668,0.43478260869565216
0.1818,10.0,51.0,2011-01-03 11:00:00,0.0,0.4,41.0,0.0,0.18367346938775508,0.0,0.3860350299753145,1,0.0,0.0,0.06666666666666668,0.4782608695652174
0.2121,13.0,61.0,2011-01-03 12:00:00,0.0,0.35000000000000003,48.0,0.0,0.20408163265306123,0.0,0.35088750440813454,1,0.0,0.0,0.06666666666666668,0.5217391304347826
0.2121,8.0,61.0,2011-01-03 13:00:00,0.0,0.35000000000000003,53.0,0.0,0.22448979591836735,0.0,0.33337251675091106,1,0.0,0.0,0.06666666666666668,0.5652173913043478
0.24239999999999998,11.0,77.0,2011-01-03 14:00:00,0.0,0.3,66.0,0.0,0.2448979591836735,0.0,0.33337251675091106,1,0.0,0.0,0.06666666666666668,0.6086956521739131
0.24239999999999998,14.0,72.0,2011-01-03 15:00:00,0.0,0.3,58.0,0.0,0.2448979591836735,0.0,0.2982249911837311,1,0.0,0.0,0.06666666666666668,0.6521739130434783
0.24239999999999998,9.0,76.0,2011-01-03 16:00:00,0.0,0.3,67.0,0.0,0.2448979591836735,0.0,0.2982249911837311,1,0.0,0.0,0.06666666666666668,0.6956521739130435
0.2273,11.0,157.0,2011-01-03 17:00:00,0.0,0.3,146.0,0.0,0.22448979591836735,0.0,0.2631950158692842,1,0.0,0.0,0.06666666666666668,0.7391304347826086
0.2576,9.0,157.0,2011-01-03 18:00:00,0.0,0.32,148.0,0.0,0.22448979591836735,0.0,0.12284001410603035,1,0.0,0.0,0.06666666666666668,0.7826086956521738
0.2576,8.0,110.0,2011-01-03 19:00:00,0.0,0.47000000000000003,102.0,0.0,0.18367346938775508,0.0,0.0,1,0.0,0.0,0.06666666666666668,0.8260869565217391
0.2273,3.0,52.0,2011-01-03 20:00:00,0.0,0.47000000000000003,49.0,0.0,0.18367346938775508,0.0,0.12284001410603035,1,0.0,0.0,0.06666666666666668,0.8695652173913043
0.197,3.0,52.0,2011-01-03 21:00:00,0.0,0.64,49.0,0.0,0.163265306122449,0.0,0.15786998942047728,1,0.0,0.0,0.06666666666666668,0.9130434782608695
0.1515,0.0,20.0,2011-01-03 22:00:00,0.0,0.6900000000000001,20.0,0.0,0.12244897959183676,0.0,0.15786998942047728,1,0.0,0.0,0.06666666666666668,0.9565217391304348
0.2121,1.0,12.0,2011-01-03 23:00:00,0.0,0.55,11.0,0.0,0.163265306122449,0.0,0.12284001410603035,1,0.0,0.0,0.06666666666666668,1.0
0.1818,0.0,5.0,2011-01-04 00:00:00,0.0,0.55,5.0,0.0,0.14285714285714285,0.0,0.12284001410603035,1,0.0,0.0,0.1,0.0
0.1818,0.0,2.0,2011-01-04 01:00:00,0.0,0.59,2.0,0.0,0.14285714285714285,0.0,0.12284001410603035,1,0.0,0.0,0.1,0.043478260869565216
0.1515,0.0,1.0,2011-01-04 02:00:00,0.0,0.63,1.0,0.0,0.12244897959183676,0.0,0.15786998942047728,1,0.0,0.0,0.1,0.08695652173913043
0.1818,0.0,2.0,2011-01-04 04:00:00,0.0,0.63,2.0,0.0,0.12244897959183676,0.0,0.10532502644880687,1,0.0,0.0,0.1,0.17391304347826086
0.1515,0.0,4.0,2011-01-04 05:00:00,0.0,0.68,4.0,0.0,0.10204081632653061,0.0,0.12284001410603035,1,0.0,0.0,0.1,0.21739130434782608
0.1515,0.0,36.0,2011-01-04 06:00:00,0.0,0.74,36.0,0.0,0.10204081632653061,0.0,0.12284001410603035,1,0.0,0.0,0.1,0.2608695652173913
0.1515,2.0,94.0,2011-01-04 07:00:00,0.0,0.74,92.0,0.0,0.10204081632653061,0.0,0.15786998942047728,1,0.0,0.0,0.1,0.30434782608695654
0.1515,2.0,179.0,2011-01-04 08:00:00,0.0,0.6900000000000001,177.0,0.0,0.12244897959183676,0.0,0.19301751498765726,1,0.0,0.0,0.1,0.34782608695652173
0.1515,2.0,100.0,2011-01-04 09:00:00,0.0,0.64,98.0,0.0,0.14285714285714285,0.0,0.2631950158692842,1,0.0,0.0,0.1,0.3913043478260869
0.13640000000000002,5.0,42.0,2011-01-04 10:00:00,0.0,0.6900000000000001,37.0,0.0,0.14285714285714285,0.3333333333333333,0.3860350299753145,1,0.0,0.0,0.1,0.43478260869565216
0.2121,7.0,57.0,2011-01-04 11:00:00,0.0,0.51,50.0,0.0,0.20408163265306123,0.0,0.35088750440813454,1,0.0,0.0,0.1,0.4782608695652174
0.2273,12.0,78.0,2011-01-04 12:00:00,0.0,0.51,66.0,0.0,0.20408163265306123,0.0,0.19301751498765726,1,0.0,0.0,0.1,0.5217391304347826
0.2273,18.0,97.0,2011-01-04 13:00:00,0.0,0.56,79.0,0.0,0.22448979591836735,0.0,0.22804749030210417,1,0.0,0.0,0.1,0.5652173913043478
0.2576,9.0,63.0,2011-01-04 14:00:00,0.0,0.52,54.0,0.0,0.2448979591836735,0.0,0.2631950158692842,1,0.0,0.0,0.1,0.6086956521739131
0.2727,17.0,65.0,2011-01-04 15:00:00,0.0,0.52,48.0,0.0,0.2653061224489796,0.0,0.2982249911837311,1,0.0,0.0,0.1,0.6521739130434783
0.2879,15.0,83.0,2011-01-04 16:00:00,0.0,0.49,68.0,0.0,0.2857142857142857,0.0,0.2982249911837311,1,0.0,0.0,0.1,0.6956521739130435
0.2727,10.0,212.0,2011-01-04 17:00:00,0.0,0.48,202.0,0.0,0.2653061224489796,0.0,0.2631950158692842,1,0.0,0.0,0.1,0.7391304347826086
0.2576,3.0,182.0,2011-01-04 18:00:00,0.0,0.48,179.0,0.0,0.2448979591836735,0.0,0.22804749030210417,1,0.0,0.0,0.1,0.7826086956521738
0.2576,2.0,112.0,2011-01-04 19:00:00,0.0,0.48,110.0,0.0,0.22448979591836735,0.0,0.12284001410603035,1,0.0,0.0,0.1,0.8260869565217391
0.2576,1.0,54.0,2011-01-04 20:00:00,0.0,0.48,53.0,0.0,0.22448979591836735,0.0,0.12284001410603035,1,0.0,0.0,0.1,0.8695652173913043
0.2727,0.0,48.0,2011-01-04 21:00:00,0.0,0.64,48.0,0.0,0.20408163265306123,0.0,0.0,1,0.0,0.0,0.1,0.9130434782608695
0.2576,1.0,35.0,2011-01-04 22:00:00,0.0,0.64,34.0,0.0,0.20408163265306123,0.0,0.10532502644880687,1,0.0,0.0,0.1,0.9565217391304348
0.2273,2.0,11.0,2011-01-04 23:00:00,0.0,0.6900000000000001,9.0,0.0,0.18367346938775508,0.0,0.10532502644880687,1,0.0,0.0,0.1,1.0
0.2576,0.0,6.0,2011-01-05 00:00:00,0.0,0.64,6.0,0.0,0.18367346938775508,0.0,0.0,1,0.0,0.0,0.13333333333333333,0.0
0.197,0.0,6.0,2011-01-05 01:00:00,0.0,0.74,6.0,0.0,0.14285714285714285,0.0,0.10532502644880687,1,0.0,0.0,0.13333333333333333,0.043478260869565216
0.197,0.0,2.0,2011-01-05 02:00:00,0.0,0.74,2.0,0.0,0.14285714285714285,0.0,0.10532502644880687,1,0.0,0.0,0.13333333333333333,0.08695652173913043
0.2273,0.0,2.0,2011-01-05 04:00:00,0.0,0.48,2.0,0.0,0.22448979591836735,0.0,0.2631950158692842,1,0.0,0.0,0.13333333333333333,0.17391304347826086
0.2273,0.0,3.0,2011-01-05 05:00:00,0.0,0.47000000000000003,3.0,0.0,0.20408163265306123,0.0,0.19301751498765726,1,0.0,0.0,0.13333333333333333,0.21739130434782608
0.197,0.0,33.0,2011-01-05 06:00:00,0.0,0.47000000000000003,33.0,0.0,0.18367346938775508,0.0,0.2631950158692842,1,0.0,0.0,0.13333333333333333,0.2608695652173913
0.1818,1.0,88.0,2011-01-05 07:00:00,0.0,0.43,87.0,0.0,0.163265306122449,0.0,0.22804749030210417,1,0.0,0.0,0.13333333333333333,0.30434782608695654
0.1818,3.0,195.0,2011-01-05 08:00:00,0.0,0.4,192.0,0.0,0.18367346938775508,0.0,0.35088750440813454,1,0.0,0.0,0.13333333333333333,0.34782608695652173
0.197,6.0,115.0,2011-01-05 09:00:00,0.0,0.37,109.0,0.0,0.20408163265306123,0.0,0.3860350299753145,1,0.0,0.0,0.13333333333333333,0.3913043478260869
0.197,4.0,57.0,2011-01-05 10:00:00,0.0,0.37,53.0,0.0,0.20408163265306123,0.0,0.3860350299753145,1,0.0,0.0,0.13333333333333333,0.43478260869565216
0.2273,12.0,46.0,2011-01-05 11:00:00,0.0,0.33,34.0,0.0,0.2448979591836735,0.0,0.3860350299753145,1,0.0,0.0,0.13333333333333333,0.4782608695652174
0.2273,5.0,79.0,2011-01-05 12:00:00,0.0,0.33,74.0,0.0,0.2448979591836735,0.0,0.3860350299753145,1,0.0,0.0,0.13333333333333333,0.5217391304347826
0.2576,6.0,71.0,2011-01-05 13:00:00,0.0,0.3,65.0,0.0,0.2653061224489796,0.0,0.35088750440813454,1,0.0,0.0,0.13333333333333333,0.5652173913043478
0.2879,10.0,62.0,2011-01-05 14:00:00,0.0,0.28,52.0,0.0,0.2857142857142857,0.0,0.22804749030210417,1,0.0,0.0,0.13333333333333333,0.6086956521739131
0.2879,7.0,62.0,2011-01-05 15:00:00,0.0,0.28,55.0,0.0,0.2857142857142857,0.0,0.22804749030210417,1,0.0,0.0,0.13333333333333333,0.6521739130434783
0.3182,4.0,89.0,2011-01-05 16:00:00,0.0,0.28,85.0,0.0,0.2857142857142857,0.0,0.10532502644880687,1,0.0,0.0,0.13333333333333333,0.6956521739130435
0.2273,4.0,190.0,2011-01-05 17:00:00,0.0,0.38,186.0,0.0,0.22448979591836735,0.0,0.22804749030210417,1,0.0,0.0,0.13333333333333333,0.7391304347826086
0.24239999999999998,3.0,169.0,2011-01-05 18:00:00,0.0,0.38,166.0,0.0,0.22448979591836735,0.0,0.15786998942047728,1,0.0,0.0,0.13333333333333333,0.7826086956521738
0.2576,5.0,132.0,2011-01-05 19:00:00,0.0,0.38,127.0,0.0,0.22448979591836735,0.0,0.12284001410603035,1,0.0,0.0,0.13333333333333333,0.8260869565217391
0.2273,7.0,89.0,2011-01-05 20:00:00,0.0,0.47000000000000003,82.0,0.0,0.20408163265306123,0.0,0.19301751498765726,1,0.0,0.0,0.13333333333333333,0.8695652173913043
0.197,3.0,43.0,2011-01-05 21:00:00,0.0,0.51,40.0,0.0,0.18367346938775508,0.0,0.22804749030210417,1,0.0,0.0,0.13333333333333333,0.9130434782608695
0.197,1.0,42.0,2011-01-05 22:00:00,0.0,0.55,41.0,0.0,0.163265306122449,0.0,0.15786998942047728,1,0.0,0.0,0.13333333333333333,0.9565217391304348
0.2576,1.0,19.0,2011-01-05 23:00:00,0.0,0.47000000000000003,18.0,0.0,0.18367346938775508,0.0,0.0,1,0.0,0.0,0.13333333333333333,1.0
0.24239999999999998,0.0,11.0,2011-01-06 00:00:00,0.0,0.55,11.0,0.0,0.163265306122449,0.0,0.0,1,0.0,0.0,0.16666666666666669,0.0
0.2273,0.0,4.0,2011-01-06 01:00:00,0.0,0.64,4.0,0.0,0.14285714285714285,0.0,0.0,1,0.0,0.0,0.16666666666666669,0.043478260869565216
0.2273,0.0,2.0,2011-01-06 02:00:00,0.0,0.64,2.0,0.0,0.14285714285714285,0.0,0.0,1,0.0,0.0,0.16666666666666669,0.08695652173913043
0.197,0.0,1.0,2011-01-06 04:00:00,0.0,0.64,1.0,0.0,0.14285714285714285,0.3333333333333333,0.10532502644880687,1,0.0,0.0,0.16666666666666669,0.17391304347826086
0.1818,0.0,4.0,2011-01-06 05:00:00,0.0,0.6900000000000001,4.0,0.0,0.12244897959183676,0.3333333333333333,0.10532502644880687,1,0.0,0.0,0.16666666666666669,0.21739130434782608
0.16670000000000001,0.0,36.0,2011-01-06 06:00:00,0.0,0.63,36.0,0.0,0.12244897959183676,0.3333333333333333,0.12284001410603035,1,0.0,0.0,0.16666666666666669,0.2608695652173913
0.2273,0.0,95.0,2011-01-06 07:00:00,0.0,0.59,95.0,0.0,0.14285714285714285,0.3333333333333333,0.0,1,0.0,0.0,0.16666666666666669,0.30434782608695654
0.2273,3.0,219.0,2011-01-06 08:00:00,0.0,0.59,216.0,0.0,0.14285714285714285,0.0,0.0,1,0.0,0.0,0.16666666666666669,0.34782608695652173
0.24239999999999998,6.0,122.0,2011-01-06 09:00:00,0.0,0.51,116.0,0.0,0.163265306122449,0.3333333333333333,0.0,1,0.0,0.0,0.16666666666666669,0.3913043478260869
0.2576,3.0,45.0,2011-01-06 10:00:00,0.0,0.47000000000000003,42.0,0.0,0.18367346938775508,0.0,0.0,1,0.0,0.0,0.16666666666666669,0.43478260869565216
0.2576,2.0,59.0,2011-01-06 11:00:00,0.0,0.44,57.0,0.0,0.20408163265306123,0.0,0.10532502644880687,1,0.0,0.0,0.16666666666666669,0.4782608695652174
0.2879,6.0,84.0,2011-01-06 12:00:00,0.0,0.35000000000000003,78.0,0.0,0.2448979591836735,0.0,0.0,1,0.0,0.0,0.16666666666666669,0.5217391304347826
0.2727,12.0,67.0,2011-01-06 13:00:00,0.0,0.35000000000000003,55.0,0.0,0.2448979591836735,0.0,0.12284001410603035,1,0.0,0.0,0.16666666666666669,0.5652173913043478
0.2727,11.0,70.0,2011-01-06 14:00:00,0.0,0.36,59.0,0.0,0.2653061224489796,0.0,0.19301751498765726,1,0.0,0.0,0.16666666666666669,0.6086956521739131
0.2727,8.0,62.0,2011-01-06 15:00:00,0.0,0.36,54.0,0.0,0.2653061224489796,0.0,0.0,1,0.0,0.0,0.16666666666666669,0.6521739130434783
0.2576,12.0,86.0,2011-01-06 16:00:00,0.0,0.38,74.0,0.0,0.2448979591836735,0.0,0.19301751498765726,1,0.0,0.0,0.16666666666666669,0.6956521739130435
0.2273,9.0,172.0,2011-01-06 17:00:00,0.0,0.51,163.0,0.0,0.20408163265306123,0.0,0.19301751498765726,1,0.0,0.0,0.16666666666666669,0.7391304347826086
0.2273,5.0,163.0,2011-01-06 18:00:00,0.0,0.51,158.0,0.0,0.20408163265306123,0.0,0.15786998942047728,1,0.0,0.0,0.16666666666666669,0.7826086956521738
0.2576,3.0,112.0,2011-01-06 19:00:00,0.0,0.55,109.0,0.0,0.20408163265306123,0.0,0.10532502644880687,1,0.0,0.0,0.16666666666666669,0.8260869565217391
0.2121,3.0,69.0,2011-01-06 20:00:00,0.0,0.51,66.0,0.0,0.18367346938775508,0.0,0.19301751498765726,1,0.0,0.0,0.16666666666666669,0.8695652173913043
0.2121,0.0,48.0,2011-01-06 21:00:00,0.0,0.55,48.0,0.0,0.20408163265306123,0.3333333333333333,0.2631950158692842,1,0.0,0.0,0.16666666666666669,0.9130434782608695
0.2121,1.0,52.0,2011-01-06 22:00:00,0.0,0.51,51.0,0.0,0.20408163265306123,0.3333333333333333,0.33337251675091106,1,0.0,0.0,0.16666666666666669,0.9565217391304348
0.197,4.0,23.0,2011-01-06 23:00:00,0.0,0.59,19.0,0.0,0.18367346938775508,0.3333333333333333,0.22804749030210417,1,0.0,0.0,0.16666666666666669,1.0
0.197,4.0,17.0,2011-01-07 00:00:00,0.0,0.64,13.0,0.0,0.18367346938775508,0.3333333333333333,0.22804749030210417,1,0.0,0.0,0.2,0.0
0.197,2.0,7.0,2011-01-07 01:00:00,0.0,0.6900000000000001,5.0,0.0,0.18367346938775508,0.3333333333333333,0.2631950158692842,1,0.0,0.0,0.2,0.043478260869565216
0.197,0.0,1.0,2011-01-07 02:00:00,0.0,0.6900000000000001,1.0,0.0,0.18367346938775508,0.3333333333333333,0.2631950158692842,1,0.0,0.0,0.2,0.08695652173913043
0.2121,0.0,1.0,2011-01-07 04:00:00,0.0,0.6900000000000001,1.0,0.0,0.18367346938775508,0.3333333333333333,0.15786998942047728,1,0.0,0.0,0.2,0.17391304347826086
0.2727,0.0,5.0,2011-01-07 05:00:00,0.0,0.55,5.0,0.0,0.20408163265306123,0.6666666666666667,0.0,1,0.0,0.0,0.2,0.21739130434782608
0.2576,8.0,34.0,2011-01-07 06:00:00,0.0,0.6900000000000001,26.0,0.0,0.18367346938775508,0.3333333333333333,0.0,1,0.0,0.0,0.2,0.2608695652173913
0.2121,8.0,84.0,2011-01-07 07:00:00,0.0,0.6900000000000001,76.0,0.0,0.18367346938775508,0.0,0.15786998942047728,1,0.0,0.0,0.2,0.30434782608695654
0.197,20.0,210.0,2011-01-07 08:00:00,0.0,0.51,190.0,0.0,0.18367346938775508,0.0,0.2982249911837311,1,0.0,0.0,0.2,0.34782608695652173
0.1818,9.0,134.0,2011-01-07 09:00:00,0.0,0.47000000000000003,125.0,0.0,0.18367346938775508,0.0,0.35088750440813454,1,0.0,0.0,0.2,0.3913043478260869
0.197,16.0,63.0,2011-01-07 10:00:00,0.0,0.37,47.0,0.0,0.20408163265306123,0.0,0.3860350299753145,1,0.0,0.0,0.2,0.43478260869565216
0.197,19.0,67.0,2011-01-07 11:00:00,0.0,0.4,48.0,0.0,0.18367346938775508,0.3333333333333333,0.2631950158692842,1,0.0,0.0,0.2,0.4782608695652174
0.197,9.0,59.0,2011-01-07 12:00:00,0.0,0.37,50.0,0.0,0.18367346938775508,0.3333333333333333,0.2982249911837311,1,0.0,0.0,0.2,0.5217391304347826
0.1818,9.0,73.0,2011-01-07 13:00:00,0.0,0.37,64.0,0.0,0.18367346938775508,0.3333333333333333,0.33337251675091106,1,0.0,0.0,0.2,0.5652173913043478
